,Age,Education,EducationNum,MaritalStatus,Relationship,Gender,CapitalGain,HoursPerWeek
647,71, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,15
651,24, HS-grad,9, Never-married, Other-relative, Male,4101.0,50
652,35, Doctorate,16, Married-civ-spouse, Husband, Male,0.0,40
654,27, HS-grad,9, Never-married, Own-child, Female,,32
658,44, 7th-8th,4, Married-civ-spouse, Husband, Male,0.0,35
661,35, Masters,14, Never-married, Not-in-family, Male,0.0,60
662,27, Some-college,10, Never-married, Not-in-family, Male,0.0,40
664,20, Some-college,10, Never-married, Not-in-family,,0.0,25
665,42, Assoc-acdm,12, Divorced, Unmarried, Female,8614.0,40
667,42, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,40
669,24, 9th,5, Never-married, Not-in-family, Male,0.0,40
673,33, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,40
675,22, HS-grad,9, Never-married, Own-child,,2597.0,40
676,17, 12th,8, Never-married, Own-child,,0.0,16
677,32, Some-college,10, Married-civ-spouse, Husband, Male,0.0,40
678,31, HS-grad,9, Never-married, Not-in-family, Male,0.0,45
685,34, HS-grad,9, Divorced, Not-in-family, Female,0.0,40
688,41, Masters,14, Never-married, Not-in-family,,0.0,35
689,26, HS-grad,9, Never-married, Other-relative, Male,0.0,30
691,24, Some-college,10, Never-married, Own-child, Female,0.0,45
692,42, Some-college,10, Married-civ-spouse, Husband, Male,,50
693,20, Some-college,10, Never-married, Own-child,,0.0,20
697,31, Masters,14, Married-civ-spouse, Husband,,,40
698,30, Bachelors,13, Never-married, Own-child, Female,0.0,40
699,19,,9, Never-married, Own-child, Female,0.0,20
701,31, Bachelors,13, Widowed, Unmarried,,0.0,40
702,21, Some-college,10, Never-married, Own-child, Male,0.0,30
704,46, Doctorate,16, Divorced, Unmarried, Female,,65
705,44, Bachelors,13, Divorced, Own-child, Female,0.0,50
706,40,,8, Married-civ-spouse, Husband, Male,0.0,40
707,45, Some-college,10, Never-married, Not-in-family, Male,,40
708,60, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,35
709,18, 11th,7, Never-married, Other-relative, Male,0.0,25
710,28, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,40
711,36, Some-college,10, Divorced, Unmarried, Female,,40
712,36, Bachelors,13, Separated, Not-in-family, Male,0.0,40
713,40, Assoc-voc,11, Married-civ-spouse, Husband, Male,4386.0,40
715,31, HS-grad,9, Separated, Unmarried, Female,0.0,40
716,33, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,40
718,22, Some-college,10, Never-married, Own-child, Female,,15
719,34, Bachelors,13, Married-civ-spouse, Husband, Male,,45
720,33, HS-grad,9, Never-married, Not-in-family, Male,0.0,40
721,41, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,60
722,29, Bachelors,13, Never-married, Not-in-family, Male,4650.0,40
724,42, Bachelors,13, Married-civ-spouse, Husband, Male,7298.0,45
725,43, Bachelors,13, Never-married, Not-in-family, Male,0.0,40
726,44, HS-grad,9, Married-civ-spouse, Wife, Female,0.0,40
727,20, Some-college,10, Never-married, Not-in-family, Female,0.0,20
728,31, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,40
730,23, Some-college,10, Never-married, Not-in-family,,0.0,24
731,55, Some-college,10, Divorced, Not-in-family, Female,0.0,40
732,26, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,45
733,25, Assoc-voc,11, Never-married, Own-child,,0.0,15
735,35, Some-college,10, Married-civ-spouse, Husband,,2407.0,40
736,36, Some-college,10, Never-married, Not-in-family, Female,0.0,36
738,56, HS-grad,9, Widowed, Unmarried, Female,594.0,20
740,19, Some-college,10, Never-married, Other-relative, Female,0.0,25
742,42, Masters,14, Never-married, Not-in-family,,14084.0,50
743,26, Assoc-voc,11, Never-married, Own-child, Male,0.0,40
744,17, 12th,8, Never-married, Own-child, Male,0.0,20
746,55, HS-grad,9, Married-civ-spouse, Husband, Male,7688.0,40
747,32, Some-college,10, Never-married, Own-child,,0.0,40
748,29, 11th,7, Never-married, Own-child, Male,,40
751,22, Bachelors,13, Never-married, Unmarried, Male,,20
753,23, HS-grad,9, Never-married, Unmarried, Male,0.0,50
754,39, HS-grad,9, Never-married, Not-in-family, Male,,40
755,27, Assoc-voc,11, Never-married, Own-child, Male,0.0,38
756,54, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,40
759,37, HS-grad,9, Never-married, Not-in-family,,0.0,40
760,36, HS-grad,9, Never-married, Not-in-family, Female,,18
764,51, Bachelors,13, Never-married, Not-in-family,,0.0,55
765,32, 10th,6, Separated, Unmarried, Female,,42
767,22, Some-college,10, Married-civ-spouse, Wife, Female,,30
769,32, HS-grad,9, Never-married, Not-in-family, Male,0.0,40
770,26, Some-college,10, Never-married, Not-in-family, Female,0.0,38
771,37, 5th-6th,3, Separated, Not-in-family, Male,,32
772,31, HS-grad,9, Divorced, Unmarried,,,55
773,37, Assoc-voc,11, Married-civ-spouse, Wife, Female,0.0,24
774,55, HS-grad,9, Never-married, Not-in-family, Male,0.0,38
777,34, Masters,14, Married-civ-spouse, Husband,,0.0,40
778,43, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,50
779,54, Some-college,10, Never-married, Not-in-family, Male,0.0,40
781,28, Assoc-voc,11, Never-married, Not-in-family, Female,0.0,42
782,40, Assoc-voc,11, Married-civ-spouse, Husband, Male,,50
784,40, Bachelors,13, Never-married, Not-in-family,,0.0,55
785,42, Some-college,10, Divorced, Not-in-family, Female,0.0,38
787,18, 12th,8, Never-married, Own-child, Male,0.0,30
790,48,,11, Married-civ-spouse, Husband, Male,,50
793,23, HS-grad,9, Never-married, Not-in-family, Female,2463.0,40
794,60, HS-grad,9, Married-civ-spouse, Husband,,0.0,60
795,22, Some-college,10, Never-married, Other-relative, Male,,20
796,61, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,40
797,25, HS-grad,9, Never-married, Not-in-family, Male,0.0,40
798,46, Masters,14, Never-married, Not-in-family, Male,0.0,35
799,43, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,40
800,43, Assoc-acdm,12, Divorced, Not-in-family, Male,,40
801,24, HS-grad,9, Never-married, Own-child,,0.0,30
803,31, HS-grad,9, Divorced, Unmarried,,0.0,38
804,17, 11th,7, Never-married, Own-child, Female,0.0,20
805,32, HS-grad,9, Married-civ-spouse, Husband, Male,5178.0,48
807,33, Bachelors,13, Married-civ-spouse, Husband, Male,3103.0,47
808,64, Bachelors,13, Married-civ-spouse, Husband, Male,,40
809,20, HS-grad,9, Never-married, Own-child, Male,0.0,30
810,30, HS-grad,9, Separated, Own-child,,,36
812,43, Some-college,10, Divorced, Not-in-family, Male,0.0,45
813,22, Some-college,10, Never-married, Own-child, Male,0.0,40
814,17, 10th,6, Never-married, Own-child, Male,0.0,20
816,41, Assoc-voc,11, Never-married, Not-in-family, Female,0.0,60
817,56, Some-college,10, Married-civ-spouse, Husband, Male,0.0,50
818,64, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,45
819,47, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,50
820,48, Assoc-voc,11, Never-married, Unmarried, Male,0.0,40
821,31, Masters,14, Never-married, Not-in-family, Female,0.0,46
822,29, Assoc-voc,11, Never-married, Own-child, Male,0.0,40
823,30,,9, Widowed, Not-in-family, Female,0.0,40
824,32, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,60
825,57, HS-grad,9, Widowed, Unmarried, Male,0.0,42
826,62, HS-grad,9, Widowed, Not-in-family, Female,0.0,40
827,39, HS-grad,9, Separated, Unmarried, Female,0.0,24
828,43, Some-college,10, Never-married, Not-in-family, Male,0.0,25
831,53, Some-college,10, Married-civ-spouse, Wife, Female,4386.0,40
832,26, Some-college,10, Never-married, Own-child, Male,0.0,40
835,55, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,40
836,25, HS-grad,9, Divorced, Not-in-family, Male,0.0,40
837,41, Bachelors,13, Divorced, Not-in-family, Female,0.0,50
838,24, Bachelors,13, Never-married, Not-in-family, Male,0.0,50
839,63, HS-grad,9, Widowed, Not-in-family, Male,0.0,6
840,17, 11th,7, Never-married, Own-child, Male,0.0,20
841,35, Some-college,10, Married-civ-spouse, Husband, Male,,50
842,51, Some-college,10, Married-civ-spouse, Husband, Male,0.0,40
844,55, HS-grad,9, Married-civ-spouse, Husband,,4386.0,40
845,43, Some-college,10, Divorced, Not-in-family, Male,0.0,40
847,37, Bachelors,13, Married-civ-spouse, Husband, Male,,45
848,39,,13, Married-civ-spouse, Husband, Male,0.0,40
849,31, HS-grad,9, Never-married, Own-child, Male,0.0,18
850,61, Masters,14, Widowed, Not-in-family, Female,0.0,40
851,26, Assoc-voc,11, Divorced, Not-in-family, Female,0.0,55
853,26, Bachelors,13, Never-married, Not-in-family, Female,,40
855,34, HS-grad,9, Never-married, Own-child, Male,0.0,40
857,59,,9, Married-civ-spouse, Husband, Male,0.0,40
858,34, Bachelors,13, Never-married, Own-child, Female,0.0,40
859,49, Bachelors,13, Never-married, Not-in-family, Female,0.0,56
860,18, 11th,7, Never-married, Own-child, Female,0.0,20
862,48, 11th,7, Married-civ-spouse, Husband, Male,0.0,50
865,24, Some-college,10, Never-married, Not-in-family, Female,0.0,15
866,21, 10th,6, Never-married, Not-in-family, Male,0.0,40
867,17,,7, Never-married, Own-child, Male,,28
868,39, Some-college,10, Married-civ-spouse, Husband, Male,0.0,50
870,44, Bachelors,13, Married-civ-spouse, Husband,,,40
871,24, Some-college,10, Never-married, Own-child, Male,,50
874,55, 5th-6th,3, Divorced, Unmarried, Male,,25
875,41,,13, Married-civ-spouse, Husband, Male,,60
876,23, HS-grad,9, Never-married, Unmarried, Female,0.0,7
877,38, Assoc-voc,11, Divorced, Unmarried,,0.0,40
878,39, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,40
879,19, HS-grad,9, Never-married, Not-in-family, Female,,30
880,49, 9th,5, Divorced, Not-in-family,,,40
881,32,,13, Married-civ-spouse, Other-relative, Male,0.0,40
882,27, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,70
884,33, Some-college,10, Married-civ-spouse, Wife, Female,0.0,60
886,23, Bachelors,13, Never-married, Own-child, Male,0.0,28
889,29, Assoc-voc,11, Divorced, Not-in-family,,2174.0,45
892,28, Assoc-voc,11, Married-civ-spouse, Wife, Female,0.0,40
893,37, Bachelors,13, Married-civ-spouse, Husband, Male,7688.0,50
895,40, Masters,14, Married-civ-spouse, Husband, Male,0.0,40
896,47, Some-college,10, Divorced, Own-child, Male,0.0,55
897,22, Bachelors,13, Never-married, Own-child, Female,0.0,50
898,30, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,45
902,22, HS-grad,9, Never-married, Own-child, Female,0.0,40
904,35, HS-grad,9, Never-married, Not-in-family, Male,0.0,45
905,46, HS-grad,9, Divorced, Not-in-family, Female,0.0,38
906,37, Some-college,10, Divorced, Not-in-family, Male,0.0,52
907,24, Bachelors,13, Never-married, Own-child, Male,0.0,15
909,53, Some-college,10, Married-civ-spouse, Husband, Male,0.0,40
910,27, HS-grad,9, Never-married, Not-in-family, Male,0.0,30
911,38, Some-college,10, Divorced, Not-in-family, Male,0.0,44
913,34, Some-college,10, Never-married, Not-in-family,,0.0,40
915,39, Bachelors,13, Married-civ-spouse, Husband, Male,15024.0,45
916,43,,14, Married-civ-spouse, Wife, Female,0.0,50
919,21, Some-college,10, Never-married, Own-child, Male,0.0,20
920,23, Some-college,10, Never-married, Not-in-family,,0.0,25
921,25, Some-college,10, Never-married, Unmarried, Male,0.0,40
922,42, 5th-6th,3, Married-civ-spouse, Wife, Female,0.0,38
923,38, Some-college,10, Married-civ-spouse, Wife, Female,,40
925,32, HS-grad,9, Married-civ-spouse, Husband, Male,,40
927,51, Masters,14, Married-civ-spouse, Husband,,0.0,60
928,22, Some-college,10, Never-married, Not-in-family, Female,,42
929,33, 1st-4th,2, Married-spouse-absent, Not-in-family, Female,0.0,40
930,42, HS-grad,9, Divorced, Not-in-family, Male,,55
933,23, HS-grad,9, Married-civ-spouse, Wife, Female,,40
934,37, 11th,7, Married-civ-spouse, Husband,,3103.0,44
935,37, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,99
936,47, Masters,14, Never-married, Not-in-family,,0.0,25
937,41, Prof-school,15, Married-civ-spouse, Husband, Male,0.0,40
938,33, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,30
939,31, Bachelors,13, Never-married, Not-in-family, Male,,40
940,31, Assoc-acdm,12, Divorced, Unmarried, Female,0.0,40
943,18, HS-grad,9, Never-married, Not-in-family, Female,0.0,45
944,20, HS-grad,9, Married-civ-spouse, Husband,,0.0,40
946,40, Some-college,10, Divorced, Unmarried,,0.0,40
948,43, Some-college,10, Divorced, Unmarried, Male,0.0,35
951,43, Masters,14, Married-civ-spouse, Husband, Male,0.0,43
952,51, 7th-8th,4, Widowed, Unmarried, Female,0.0,40
953,18, HS-grad,9, Never-married, Own-child, Female,0.0,20
955,41, 10th,6, Married-civ-spouse, Husband,,0.0,30
960,25, Some-college,10, Married-civ-spouse, Husband, Male,,45
961,32, HS-grad,9, Divorced, Not-in-family, Female,0.0,38
962,32, Bachelors,13, Married-civ-spouse, Husband, Male,,70
963,36, 10th,6, Divorced, Unmarried, Female,0.0,40
965,20, HS-grad,9, Never-married, Own-child, Female,,20
968,48, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,40
970,34, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,35
971,28, Bachelors,13, Never-married, Not-in-family, Female,0.0,35
972,67, Bachelors,13, Widowed, Not-in-family, Male,0.0,40
974,44, HS-grad,9, Never-married, Unmarried, Male,,70
975,25, Some-college,10, Never-married, Not-in-family, Female,0.0,40
976,21, Some-college,10, Never-married, Not-in-family, Female,,40
978,78, HS-grad,9, Widowed, Not-in-family, Female,2964.0,40
979,34, HS-grad,9, Divorced, Own-child,,0.0,40
980,49, HS-grad,9, Never-married, Not-in-family, Female,0.0,44
981,22,,12, Never-married, Not-in-family, Female,0.0,40
985,63, Assoc-voc,11, Divorced, Not-in-family,,0.0,20
986,41, HS-grad,9, Never-married, Own-child, Female,0.0,35
987,47,,9, Divorced, Unmarried, Female,,40
988,44, HS-grad,9, Divorced, Unmarried, Male,0.0,40
989,51,,10, Widowed, Not-in-family, Female,3325.0,40
990,46, Bachelors,13, Never-married, Not-in-family, Male,0.0,40
991,41, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,40
994,35, HS-grad,9, Never-married, Not-in-family, Male,,45
995,56, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,55
996,45, Masters,14, Divorced, Not-in-family, Male,0.0,45
998,40, Some-college,10, Married-civ-spouse, Husband, Male,2580.0,40
1001,50, Doctorate,16, Married-civ-spouse, Husband, Male,0.0,65
1004,31, HS-grad,9, Never-married, Own-child, Male,0.0,16
1005,58, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,40
1006,66, HS-grad,9, Separated, Not-in-family, Male,0.0,40
1009,26, Some-college,10, Married-civ-spouse, Husband, Male,0.0,50
1010,51, HS-grad,9, Divorced, Not-in-family,,0.0,40
1011,34, Assoc-voc,11, Never-married, Own-child, Male,,40
1012,50, HS-grad,9, Married-civ-spouse, Husband, Male,3103.0,40
1013,42, Some-college,10, Married-civ-spouse, Husband, Male,,44
1014,38, Masters,14, Married-civ-spouse, Husband, Male,0.0,25
1015,48, 7th-8th,4, Married-civ-spouse, Husband,,0.0,40
1016,33,,11, Married-civ-spouse, Wife, Female,,40
1017,51, HS-grad,9, Widowed, Unmarried, Female,0.0,32
1018,22, HS-grad,9, Divorced, Not-in-family, Male,0.0,40
1020,41, Some-college,10, Never-married, Not-in-family,,0.0,50
1022,42, HS-grad,9, Separated, Not-in-family, Female,0.0,30
1023,34, Some-college,10, Married-civ-spouse, Husband, Male,,40
1024,23, HS-grad,9, Never-married, Unmarried, Female,0.0,40
1025,56, HS-grad,9, Married-civ-spouse, Husband,,,50
1026,30, Bachelors,13, Never-married, Not-in-family, Male,0.0,45
1027,45, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,55
1028,48, 10th,6, Married-civ-spouse, Wife,,0.0,40
1030,31, Assoc-voc,11, Never-married, Not-in-family, Female,0.0,40
1033,32, HS-grad,9, Never-married, Not-in-family, Female,0.0,40
1037,37, HS-grad,9, Never-married, Not-in-family, Male,0.0,75
1038,34, HS-grad,9, Divorced, Unmarried, Female,0.0,30
1040,90, HS-grad,9, Never-married, Not-in-family, Female,0.0,40
1041,23, Some-college,10, Never-married, Own-child, Female,0.0,40
1042,43, Some-college,10, Divorced, Not-in-family,,0.0,40
1043,44, Bachelors,13, Married-civ-spouse, Husband, Male,7688.0,60
1044,24, Some-college,10, Never-married, Not-in-family, Female,0.0,37
1045,28, Prof-school,15, Divorced, Unmarried, Male,,55
1047,23,,10, Married-civ-spouse, Husband, Male,0.0,40
1048,20, Some-college,10, Never-married, Not-in-family,,0.0,50
1049,36, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,50
1050,61, HS-grad,9, Married-civ-spouse, Husband, Male,,40
1052,30, Bachelors,13, Married-civ-spouse, Husband, Male,7298.0,40
1055,32, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,40
1057,41, Assoc-voc,11, Divorced, Not-in-family, Female,0.0,40
1059,45, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,47
1061,61, HS-grad,9, Married-civ-spouse, Husband,,3471.0,40
1062,54, HS-grad,9, Married-civ-spouse, Husband,,0.0,32
1063,34, Assoc-acdm,12, Separated, Unmarried, Female,0.0,40
1064,49, Some-college,10, Married-civ-spouse, Husband, Male,0.0,80
1065,38, Some-college,10, Never-married, Own-child, Male,0.0,40
1066,35, Prof-school,15, Married-civ-spouse, Husband, Male,0.0,80
1067,36, 12th,8, Married-civ-spouse, Husband, Male,0.0,40
1068,30, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,50
1069,36, Assoc-acdm,12, Divorced, Not-in-family, Female,0.0,60
1071,38, HS-grad,9, Married-civ-spouse, Husband,,,40
1072,37, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,50
1074,17, 11th,7, Never-married, Own-child, Male,0.0,15
1076,27, Bachelors,13, Never-married, Not-in-family, Female,0.0,40
1077,22, Bachelors,13, Never-married, Own-child, Male,0.0,50
1078,49, HS-grad,9, Married-civ-spouse, Husband, Male,,40
1080,43, Bachelors,13, Separated, Unmarried, Female,0.0,40
1084,31, Some-college,10, Married-civ-spouse, Husband, Male,0.0,40
1085,30, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,40
1086,32, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,40
1087,29, Bachelors,13, Never-married, Not-in-family, Male,0.0,35
1088,42, Some-college,10, Married-civ-spouse, Husband, Male,7298.0,52
1089,38, HS-grad,9, Divorced, Own-child, Male,0.0,28
1092,31, Doctorate,16, Married-spouse-absent, Not-in-family, Male,0.0,60
1093,34, HS-grad,9, Divorced, Not-in-family, Male,0.0,40
1096,62, 10th,6, Married-civ-spouse, Husband, Male,0.0,40
1099,43,,10, Divorced, Unmarried,,0.0,40
1103,41, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,50
1106,31, Bachelors,13, Never-married, Not-in-family, Male,0.0,47
1107,29, HS-grad,9, Never-married, Own-child, Male,0.0,25
1108,41, Bachelors,13, Married-civ-spouse, Husband, Male,3103.0,40
1109,41, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,55
1111,33, Bachelors,13, Married-civ-spouse, Wife,,0.0,45
1113,69, HS-grad,9, Married-civ-spouse, Wife, Female,,40
1114,34, HS-grad,9, Divorced, Own-child, Female,0.0,40
1116,36, Some-college,10, Married-civ-spouse, Husband, Male,0.0,40
1117,41, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,50
1119,53, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,40
1120,29, Some-college,10, Married-civ-spouse, Husband, Male,0.0,40
1123,36, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,40
1124,48, Some-college,10, Divorced, Unmarried, Female,0.0,35
1125,20, Assoc-voc,11, Never-married, Own-child, Female,0.0,40
1126,35, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,50
1129,28, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,45
1130,30, Some-college,10, Never-married, Not-in-family, Female,0.0,40
1132,31, HS-grad,9, Never-married, Unmarried, Female,0.0,40
1133,37, Assoc-voc,11, Never-married, Own-child,,0.0,38
1135,31,,10, Married-civ-spouse, Husband, Male,,50
1138,27, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,53
1139,41, 1st-4th,2, Married-civ-spouse, Husband, Male,0.0,35
1140,19, Some-college,10, Never-married, Own-child, Female,0.0,20
1141,20, Some-college,10, Never-married, Not-in-family, Male,0.0,45
